id,sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,rings
40,F,0.45,0.335,0.105,0.425,0.1865,0.091,0.115,9
1410,F,0.665,0.53,0.18,1.491,0.6345,0.342,0.435,10
867,F,0.615,0.5,0.175,1.377,0.5585,0.33,0.292,12
1126,M,0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,9
4149,I,0.28,0.215,0.07,0.124,0.063,0.0215,0.03,6
3220,M,0.5,0.4,0.145,0.6025,0.216,0.138,0.21,11
3880,I,0.38,0.3,0.1,0.286,0.1305,0.056,0.09,7
3607,M,0.515,0.39,0.14,0.678,0.341,0.1325,0.119,8
2210,M,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,18
267,M,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,8
2824,I,0.46,0.365,0.115,0.511,0.2365,0.118,0.123,7
601,F,0.385,0.315,0.11,0.286,0.1225,0.0635,0.0835,10
3395,F,0.605,0.45,0.165,1.2225,0.357,0.202,0.385,13
225,F,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,9
1195,F,0.705,0.55,0.17,1.219,0.6395,0.236,0.301,9
2310,F,0.435,0.35,0.11,0.384,0.143,0.1005,0.125,13
4090,M,0.615,0.475,0.205,1.337,0.5995,0.2815,0.37,11
558,F,0.66,0.53,0.17,1.326,0.519,0.2625,0.44,13
4046,M,0.6,0.46,0.155,0.6655,0.285,0.149,0.269,11
299,M,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,9
1836,I,0.415,0.31,0.09,0.2815,0.1245,0.0615,0.085,6
2049,I,0.445,0.32,0.12,0.378,0.152,0.0825,0.12,8
131,F,0.44,0.35,0.125,0.4035,0.175,0.063,0.129,9
2225,M,0.59,0.475,0.155,0.857,0.356,0.174,0.28,13
330,M,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,12
3905,M,0.38,0.27,0.095,0.219,0.0835,0.0515,0.07,6
3615,M,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,9
3195,F,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18
1212,I,0.25,0.185,0.065,0.0685,0.0295,0.014,0.0225,5
3871,F,0.45,0.36,0.11,0.447,0.203,0.082,0.13,12
2192,F,0.575,0.485,0.165,1.0405,0.419,0.264,0.3,14
2902,I,0.56,0.435,0.13,0.777,0.354,0.173,0.222,9
967,I,0.51,0.405,0.135,0.769,0.3655,0.1585,0.18,7
2689,M,0.645,0.515,0.16,1.1845,0.506,0.311,0.335,9
1074,I,0.41,0.3,0.1,0.282,0.1255,0.057,0.0875,7
3488,I,0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535,8
3624,F,0.665,0.5,0.175,1.4355,0.643,0.345,0.37,9
2259,F,0.59,0.465,0.16,1.1005,0.506,0.2525,0.295,13
2901,I,0.56,0.43,0.13,0.728,0.3355,0.1435,0.2175,8
1849,I,0.485,0.385,0.13,0.568,0.2505,0.178,0.154,7
2229,M,0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,7
331,F,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095,8
1194,F,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,9
1311,I,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,11
3516,F,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,11
3854,F,0.485,0.4,0.155,0.731,0.236,0.183,0.255,11
3266,F,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,11
3424,M,0.64,0.51,0.17,1.3715,0.567,0.307,0.409,10
3670,M,0.59,0.465,0.135,0.9895,0.4235,0.199,0.28,8
235,I,0.295,0.225,0.08,0.124,0.0485,0.032,0.04,9
3800,M,0.74,0.58,0.205,2.381,0.8155,0.4695,0.488,12
239,I,0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,5
372,F,0.68,0.58,0.2,1.787,0.585,0.453,0.6,19
2355,M,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,13
1370,M,0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,10
4159,F,0.56,0.44,0.135,0.8025,0.35,0.1615,0.259,9
2110,I,0.325,0.25,0.055,0.166,0.076,0.051,0.045,5
1492,F,0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,11
3921,M,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10
1190,F,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,9
694,I,0.165,0.11,0.02,0.019,0.0065,0.0025,0.005,4
3637,I,0.435,0.325,0.1,0.342,0.1335,0.0835,0.105,6
4071,I,0.485,0.375,0.11,0.464,0.2015,0.09,0.149,8
9,F,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32,19
2685,M,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,10
1594,I,0.525,0.4,0.14,0.654,0.305,0.16,0.169,7
2478,F,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,8
644,M,0.45,0.34,0.13,0.3715,0.1605,0.0795,0.105,9
922,I,0.42,0.315,0.1,0.3435,0.157,0.0795,0.09,6
1558,I,0.425,0.315,0.08,0.303,0.131,0.0585,0.095,7
480,F,0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475,29
2021,M,0.525,0.41,0.13,0.6875,0.3435,0.1495,0.1765,9
3515,F,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12
836,M,0.47,0.375,0.12,0.5805,0.266,0.0935,0.169,8
232,M,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,22
1125,M,0.55,0.425,0.15,0.8315,0.411,0.1765,0.2165,10
2220,F,0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2,8
4092,F,0.625,0.49,0.19,1.7015,0.7465,0.4105,0.3855,11
50,I,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,8
2435,F,0.465,0.38,0.135,0.579,0.208,0.1095,0.22,14
2844,M,0.605,0.475,0.19,1.1255,0.59,0.247,0.26,10
931,F,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195,6
2946,M,0.635,0.52,0.175,1.292,0.6,0.269,0.367,11
4161,F,0.585,0.455,0.17,0.9945,0.4255,0.263,0.2845,11
2878,F,0.465,0.35,0.11,0.4085,0.165,0.102,0.131,8
2213,M,0.63,0.51,0.23,1.539,0.5635,0.2815,0.57,17
75,F,0.6,0.475,0.15,1.0075,0.4425,0.221,0.28,15
1589,I,0.52,0.41,0.145,0.646,0.2965,0.1595,0.165,9
1478,M,0.575,0.465,0.15,1.08,0.595,0.2065,0.238,9
1352,M,0.6,0.475,0.17,1.1315,0.508,0.272,0.309,10
3016,I,0.435,0.335,0.105,0.3535,0.156,0.05,0.1135,7
4108,I,0.48,0.35,0.1,0.519,0.2365,0.1275,0.126,7
585,I,0.495,0.39,0.125,0.6655,0.284,0.162,0.2,11
4144,M,0.67,0.535,0.19,1.669,0.7465,0.2935,0.508,11
2298,I,0.415,0.325,0.1,0.385,0.167,0.08,0.125,7
3547,I,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,9
3334,I,0.39,0.3,0.105,0.259,0.0955,0.038,0.085,8
3056,M,0.615,0.485,0.215,0.9615,0.422,0.176,0.29,11
691,I,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,5
880,M,0.65,0.525,0.175,1.4715,0.675,0.315,0.399,11
2189,F,0.49,0.37,0.14,0.585,0.243,0.115,0.195,10
2986,M,0.535,0.405,0.175,1.2705,0.548,0.3265,0.337,13
3060,M,0.63,0.515,0.175,1.1955,0.492,0.247,0.37,11
3810,I,0.525,0.4,0.125,0.5655,0.2435,0.119,0.175,8
250,I,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,7
3153,M,0.425,0.335,0.1,0.4085,0.1755,0.092,0.135,9
916,I,0.385,0.265,0.08,0.251,0.124,0.037,0.07,6
1754,M,0.72,0.55,0.205,2.125,1.1455,0.4425,0.511,13
3893,I,0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,9
86,M,0.625,0.465,0.14,1.195,0.4825,0.205,0.4,13
873,F,0.625,0.49,0.155,1.2085,0.465,0.162,0.411,11
422,F,0.49,0.39,0.135,0.5785,0.2465,0.123,0.2,13
2735,I,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,8
42,I,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02,5
3023,I,0.47,0.375,0.125,0.5225,0.2265,0.104,0.162,8
238,I,0.11,0.09,0.03,0.008,0.0025,0.002,0.003,3
1986,I,0.135,0.13,0.04,0.029,0.0125,0.0065,0.008,4
1498,M,0.625,0.47,0.18,1.136,0.451,0.3245,0.305,11
4026,I,0.365,0.28,0.09,0.196,0.0865,0.036,0.0605,7
1766,F,0.375,0.27,0.135,0.597,0.272,0.131,0.1675,7
306,I,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
2719,I,0.36,0.26,0.08,0.1795,0.074,0.0315,0.06,5
2086,F,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,10
3920,M,0.295,0.23,0.085,0.125,0.042,0.0285,0.043,8
1679,F,0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,12
2215,F,0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,10
824,I,0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,7
2666,M,0.58,0.455,0.13,0.852,0.41,0.1725,0.225,8
2926,I,0.61,0.425,0.155,1.0485,0.507,0.1955,0.274,11
3227,F,0.45,0.35,0.135,0.56,0.231,0.137,0.145,13
2956,F,0.65,0.565,0.2,1.6645,0.753,0.367,0.43,12
1617,I,0.555,0.435,0.14,0.765,0.3945,0.15,0.206,8
1393,M,0.635,0.51,0.155,0.986,0.405,0.2255,0.31,10
864,M,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,11
3691,M,0.645,0.51,0.19,1.4865,0.6445,0.296,0.425,12
2452,M,0.395,0.305,0.105,0.282,0.0975,0.065,0.096,9
948,F,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,6
3903,M,0.635,0.48,0.235,1.064,0.413,0.228,0.36,16
1473,F,0.55,0.43,0.14,0.84,0.375,0.218,0.1945,8
289,F,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,10
83,M,0.595,0.475,0.16,1.3175,0.408,0.234,0.58,21
4064,F,0.64,0.49,0.18,1.36,0.653,0.347,0.305,9
2096,M,0.5,0.39,0.145,0.651,0.273,0.132,0.22,11
3176,F,0.49,0.38,0.13,0.539,0.229,0.1355,0.165,12
1054,I,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3
878,F,0.635,0.485,0.165,1.2945,0.668,0.2605,0.2715,9
3198,M,0.45,0.335,0.14,0.478,0.1865,0.115,0.16,11
2984,F,0.535,0.4,0.15,1.224,0.618,0.275,0.2875,10
298,M,0.49,0.395,0.14,0.549,0.2215,0.1275,0.15,11
3369,I,0.61,0.46,0.17,1.278,0.41,0.257,0.37,17
2043,I,0.395,0.295,0.1,0.293,0.14,0.062,0.082,7
177,I,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05,8
988,M,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,7
3382,M,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,15
2649,M,0.505,0.4,0.135,0.723,0.377,0.149,0.178,7
2347,M,0.505,0.4,0.13,0.764,0.3035,0.189,0.2175,11
3988,M,0.665,0.515,0.165,1.3855,0.621,0.302,0.3445,8
3164,F,0.64,0.475,0.19,1.151,0.4365,0.281,0.3805,13
3363,I,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,10
1771,I,0.455,0.325,0.135,0.82,0.4005,0.1715,0.211,8
3648,I,0.49,0.39,0.12,0.511,0.2205,0.103,0.1745,9
2517,M,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,7
2527,M,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,10
3945,I,0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,6
1918,F,0.6,0.465,0.16,1.133,0.466,0.2885,0.298,11
356,M,0.675,0.525,0.185,1.587,0.6935,0.336,0.395,13
357,F,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18
910,I,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,5
675,F,0.52,0.395,0.18,0.64,0.158,0.11,0.245,22
2412,M,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,7
3716,I,0.235,0.13,0.075,0.1585,0.0685,0.037,0.0465,5
1132,F,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645,9
3074,M,0.675,0.52,0.145,1.3645,0.557,0.3405,0.385,11
3569,I,0.58,0.47,0.15,0.907,0.444,0.1855,0.2445,11
3487,I,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,8
3367,I,0.59,0.465,0.195,1.0885,0.3685,0.187,0.375,17
3586,I,0.63,0.465,0.15,1.0315,0.4265,0.24,0.325,11
3836,M,0.41,0.325,0.1,0.3555,0.146,0.072,0.105,9
4137,M,0.63,0.505,0.155,1.105,0.492,0.226,0.325,11
772,M,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,8
2496,F,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15
1454,I,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365,6
3479,I,0.44,0.33,0.11,0.38,0.197,0.079,0.09,7
178,I,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,4
2053,M,0.46,0.345,0.11,0.4595,0.235,0.0885,0.116,7
3738,F,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,9
705,M,0.415,0.325,0.14,0.417,0.1535,0.1015,0.144,10
587,F,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,13
1765,I,0.375,0.245,0.1,0.394,0.166,0.091,0.1125,6
2556,I,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,6
2722,I,0.375,0.275,0.095,0.2295,0.095,0.0545,0.066,7
2997,F,0.625,0.49,0.11,1.136,0.5265,0.1915,0.2925,9
1886,M,0.555,0.455,0.135,0.837,0.382,0.171,0.235,9
664,I,0.45,0.355,0.12,0.412,0.1145,0.0665,0.16,19
1712,F,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,9
3825,M,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,11
3984,M,0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,10
3036,I,0.55,0.445,0.145,0.783,0.3045,0.157,0.265,11
2715,I,0.335,0.25,0.08,0.167,0.0675,0.0325,0.0575,6
3103,M,0.645,0.5,0.18,1.461,0.5985,0.2425,0.439,11
1610,I,0.545,0.42,0.125,0.717,0.358,0.112,0.22,8
2376,F,0.43,0.34,0.11,0.382,0.154,0.0955,0.109,8
750,F,0.51,0.39,0.105,0.612,0.187,0.15,0.195,13
1910,F,0.58,0.5,0.165,0.925,0.37,0.185,0.3005,10
1560,I,0.435,0.325,0.11,0.367,0.1595,0.08,0.105,6
412,F,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,11
787,M,0.495,0.385,0.135,0.709,0.211,0.1375,0.262,12
4002,I,0.485,0.375,0.125,0.562,0.2505,0.1345,0.1525,8
479,M,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,16
1502,M,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,11
3342,M,0.43,0.33,0.095,0.34,0.1315,0.085,0.112,14
2432,F,0.61,0.485,0.165,1.087,0.4255,0.232,0.38,11
363,F,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,16
1174,F,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,9
3109,I,0.38,0.29,0.085,0.2285,0.088,0.0465,0.075,7
327,M,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,12
2608,F,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,8
4016,F,0.64,0.525,0.175,1.382,0.646,0.3115,0.37,9
2978,M,0.485,0.365,0.155,1.029,0.4235,0.2285,0.313,8
1076,I,0.42,0.3,0.105,0.316,0.1255,0.07,0.1035,7
858,F,0.595,0.48,0.15,1.11,0.498,0.228,0.33,10
2001,I,0.36,0.27,0.085,0.2185,0.1065,0.038,0.062,6
4151,I,0.35,0.25,0.075,0.1695,0.0835,0.0355,0.041,6
2607,F,0.625,0.49,0.165,1.127,0.477,0.2365,0.3185,9
1550,I,0.385,0.3,0.09,0.308,0.1525,0.056,0.0835,8
3169,M,0.56,0.45,0.155,0.9125,0.3595,0.271,0.35,10
2372,F,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,12
2600,F,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315,10
2161,F,0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,17
4139,F,0.635,0.495,0.175,1.2355,0.5205,0.3085,0.347,10
2860,F,0.72,0.55,0.18,1.52,0.637,0.325,0.435,10
1042,F,0.675,0.565,0.195,1.8375,0.7645,0.3615,0.553,12
1789,F,0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,9
2117,F,0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,7
3213,F,0.555,0.42,0.14,0.868,0.33,0.243,0.21,13
3497,F,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,9
1504,F,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,10
1613,I,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,12
1065,I,0.315,0.235,0.055,0.151,0.065,0.027,0.039,6
1816,F,0.675,0.53,0.175,1.4465,0.6775,0.33,0.389,10
928,I,0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145,6
3562,F,0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223,8
2975,I,0.32,0.215,0.095,0.305,0.14,0.067,0.0885,6
753,F,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,13
4037,I,0.54,0.415,0.155,0.702,0.322,0.167,0.19,10
2370,I,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,8
2703,M,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,11
1578,I,0.495,0.37,0.125,0.4715,0.2075,0.091,0.15,8
1783,M,0.525,0.38,0.125,0.65,0.303,0.155,0.159,7
793,M,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,12
3862,M,0.475,0.37,0.125,0.655,0.266,0.1725,0.185,10
2827,I,0.5,0.375,0.12,0.529,0.2235,0.123,0.16,8
3750,I,0.435,0.375,0.11,0.4155,0.17,0.076,0.145,8
1856,I,0.505,0.405,0.13,0.599,0.2245,0.1175,0.225,11
1041,F,0.675,0.57,0.225,1.587,0.739,0.2995,0.435,10
559,I,0.52,0.4,0.145,0.66,0.267,0.1055,0.22,13
3809,F,0.52,0.375,0.135,0.5375,0.221,0.117,0.17,8
1118,I,0.535,0.39,0.125,0.599,0.2595,0.149,0.169,9
434,I,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,13
3857,M,0.655,0.515,0.2,1.373,0.443,0.3375,0.49,16
20,M,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075,11
646,M,0.33,0.215,0.075,0.1145,0.045,0.0265,0.035,6
2397,I,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,17
3448,M,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,7
1739,M,0.675,0.525,0.16,1.2835,0.572,0.2755,0.3545,13
1069,I,0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,6
2549,I,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,5
381,M,0.535,0.42,0.145,0.791,0.33,0.189,0.25,10
2729,I,0.405,0.305,0.1,0.268,0.1145,0.053,0.085,7
1323,I,0.56,0.455,0.145,0.974,0.547,0.1615,0.235,9
1927,M,0.615,0.47,0.15,1.0875,0.4975,0.283,0.2685,9
1905,I,0.575,0.45,0.135,0.8715,0.45,0.162,0.225,10
4147,M,0.695,0.55,0.195,1.6645,0.727,0.36,0.445,11
478,M,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,21
990,F,0.575,0.46,0.16,1.103,0.538,0.221,0.249,9
454,F,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,14
917,I,0.41,0.31,0.09,0.339,0.155,0.0695,0.09,7
2197,I,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,10
2859,F,0.72,0.565,0.18,1.719,0.8465,0.407,0.3875,11
2912,I,0.585,0.45,0.135,0.855,0.3795,0.187,0.26,9
2095,M,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,7
229,F,0.53,0.415,0.16,0.783,0.2935,0.158,0.245,15
3325,M,0.345,0.265,0.09,0.163,0.0615,0.037,0.0485,10
1095,I,0.475,0.35,0.11,0.4565,0.206,0.099,0.13,6
1422,M,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,12
3434,I,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,6
4066,I,0.395,0.31,0.085,0.317,0.153,0.0505,0.0935,7
899,I,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,5
322,M,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,11
4081,M,0.56,0.45,0.145,0.9355,0.425,0.1645,0.2725,11
1438,I,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,7
3760,M,0.53,0.425,0.13,0.702,0.2975,0.1395,0.22,9
3215,F,0.62,0.485,0.175,1.271,0.531,0.3075,0.37,11
2814,I,0.275,0.2,0.055,0.0925,0.038,0.021,0.026,4
1641,M,0.575,0.445,0.16,0.839,0.4005,0.198,0.239,9
4072,I,0.5,0.36,0.12,0.439,0.1875,0.1055,0.1305,8
194,F,0.51,0.4,0.14,0.8145,0.459,0.1965,0.195,10
2794,F,0.63,0.475,0.155,1.0005,0.452,0.252,0.265,10
1900,M,0.575,0.45,0.155,0.9765,0.495,0.2145,0.235,9
16,I,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115,7
433,M,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,22
2390,F,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,16
1830,I,0.365,0.275,0.085,0.223,0.098,0.0375,0.075,7
1138,M,0.575,0.435,0.14,0.8455,0.401,0.191,0.222,9
1105,F,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,6
2050,M,0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,8
2036,I,0.255,0.19,0.06,0.086,0.04,0.0185,0.025,5
2879,I,0.47,0.385,0.13,0.587,0.264,0.117,0.174,8
511,F,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,10
2254,M,0.65,0.495,0.18,1.793,0.8005,0.339,0.53,14
2959,F,0.66,0.525,0.16,1.277,0.4975,0.319,0.394,13
1289,I,0.505,0.395,0.105,0.551,0.248,0.103,0.171,8
3702,F,0.665,0.54,0.195,1.764,0.8505,0.3615,0.47,11
117,M,0.44,0.34,0.105,0.402,0.1305,0.0955,0.165,10
739,M,0.445,0.345,0.09,0.3795,0.143,0.074,0.125,10
3643,I,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,8
2940,M,0.625,0.49,0.12,0.8765,0.456,0.18,0.233,10
134,I,0.265,0.2,0.065,0.0975,0.04,0.0205,0.028,7
2203,M,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18
1858,F,0.51,0.4,0.12,0.7005,0.347,0.1105,0.195,10
1624,M,0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,9
3521,I,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
2081,M,0.65,0.5,0.14,1.238,0.6165,0.2355,0.32,8
1541,I,0.36,0.275,0.075,0.2205,0.0985,0.044,0.066,7
1234,I,0.375,0.29,0.095,0.213,0.096,0.041,0.061,5
2367,M,0.65,0.545,0.16,1.2425,0.487,0.296,0.48,15
821,I,0.37,0.275,0.14,0.2215,0.097,0.0455,0.0615,6
247,I,0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,9
1526,M,0.705,0.56,0.165,1.675,0.797,0.4095,0.388,10
969,M,0.51,0.41,0.145,0.796,0.3865,0.1815,0.1955,8
3755,I,0.51,0.395,0.105,0.5525,0.234,0.127,0.165,8
33,F,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,19
1793,M,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,10
1097,I,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,8
2357,M,0.585,0.455,0.125,1.027,0.391,0.212,0.25,17
1429,I,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3
96,M,0.535,0.435,0.15,0.725,0.269,0.1385,0.25,9
1940,F,0.625,0.52,0.18,1.354,0.4845,0.351,0.375,11
4011,M,0.615,0.53,0.17,1.12,0.5775,0.2095,0.286,9
2101,M,0.5,0.38,0.155,0.66,0.2655,0.1365,0.215,19
1145,M,0.58,0.455,0.195,1.859,0.945,0.426,0.441,9
552,I,0.56,0.44,0.165,0.8,0.335,0.1735,0.25,12
3077,M,0.685,0.51,0.165,1.545,0.686,0.3775,0.4055,10
1113,I,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,8
1232,I,0.37,0.29,0.09,0.2445,0.089,0.0655,0.075,7
1115,M,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,9
1948,M,0.635,0.515,0.165,1.229,0.5055,0.2975,0.3535,10
2804,F,0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745,9
2013,M,0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,10
2709,F,0.74,0.575,0.22,2.012,0.8915,0.5265,0.471,12
1409,F,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,10
470,F,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,9
3473,I,0.21,0.15,0.055,0.0455,0.02,0.0065,0.013,4
1089,I,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,7
2798,M,0.64,0.485,0.15,1.098,0.5195,0.222,0.3175,10
3330,F,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,10
1894,M,0.57,0.46,0.155,1.0005,0.454,0.205,0.265,11
1978,M,0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375,12
1460,M,0.485,0.39,0.085,0.6435,0.2945,0.103,0.198,8
3683,M,0.62,0.525,0.155,1.085,0.454,0.1965,0.35,10
4093,M,0.63,0.485,0.18,1.2435,0.5175,0.308,0.37,11
597,I,0.605,0.47,0.14,0.939,0.3385,0.201,0.32,13
278,M,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,20
3358,M,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,5
770,F,0.53,0.455,0.165,0.9805,0.3155,0.2815,0.2965,11
2876,I,0.445,0.31,0.09,0.336,0.1555,0.09,0.0855,7
2964,M,0.67,0.525,0.17,1.4005,0.715,0.3025,0.387,9
4156,M,0.475,0.37,0.11,0.4895,0.2185,0.107,0.146,8
798,M,0.52,0.42,0.16,0.745,0.255,0.157,0.2885,11
2133,M,0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,9
909,I,0.335,0.25,0.075,0.186,0.0945,0.038,0.0445,7
2684,F,0.625,0.49,0.155,1.115,0.484,0.277,0.3095,9
4101,F,0.675,0.51,0.15,1.1965,0.475,0.304,0.386,11
1353,M,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,11
3826,F,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,10
3581,M,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,9
2042,I,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725,8
2024,M,0.545,0.44,0.14,0.8395,0.356,0.1905,0.2385,11
3471,F,0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375,9
1633,I,0.575,0.425,0.135,0.7965,0.364,0.196,0.239,10
3361,M,0.41,0.315,0.095,0.306,0.121,0.0735,0.09,9
71,F,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,8
