FlightRecord,FlightDate,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,IsArrDelayed,IsDepDelayed
6507,1990-01-05,2021.0,2020,2254.0,2250,US,35,,333.0,330.0,,4.0,1.0,PIT,SFO,2254.0,,,0,,0,,,,,,YES,YES
18359,1996-01-26,1710.0,1710,1826.0,1830,WN,844,N62,136.0,140.0,127.0,-4.0,0.0,AUS,PHX,872.0,5.0,4.0,0,,0,,,,,,NO,NO
36503,2005-01-09,1003.0,1010,1246.0,1258,UA,559,N321UA,163.0,168.0,137.0,-12.0,-7.0,ORD,IAH,925.0,4.0,22.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
43677,2008-01-03,700.0,655,1241.0,1250,WN,568,N754SW,221.0,235.0,205.0,-9.0,5.0,SAN,MDW,1728.0,7.0,9.0,0,,0,,,,,,NO,YES
13464,1993-01-06,659.0,700,855.0,903,US,101,,116.0,123.0,,-8.0,-1.0,BOS,CLE,563.0,,,0,,0,,,,,,NO,NO
20813,1997-01-24,1006.0,1010,1224.0,1228,HP,2540,N168AW,78.0,78.0,63.0,-4.0,-4.0,BUR,PHX,369.0,6.0,9.0,0,,0,,,,,,NO,NO
31475,2002-01-30,1735.0,1740,1906.0,1906,US,785,N710äæ,91.0,86.0,69.0,0.0,-5.0,MHT,PHL,290.0,7.0,15.0,0,,0,,,,,,NO,NO
37579,2005-01-08,2011.0,2010,2147.0,2129,UA,593,N824UA,156.0,139.0,139.0,18.0,1.0,DEN,SNA,846.0,4.0,13.0,0,,0,0.0,0.0,18.0,0.0,0.0,YES,YES
29806,2001-01-22,1618.0,1620,1757.0,1748,US,438,N740äæ,99.0,88.0,66.0,9.0,-2.0,PIT,CLT,366.0,4.0,29.0,0,,0,,,,,,YES,NO
24119,1999-01-06,1225.0,1139,1328.0,1249,US,1783,N886US,63.0,70.0,52.0,39.0,46.0,ROC,PHL,257.0,3.0,8.0,0,,0,,,,,,YES,YES
25360,1999-01-06,900.0,902,1031.0,1025,HP,191,N160AW,91.0,83.0,68.0,6.0,-2.0,ABQ,PHX,328.0,17.0,6.0,0,,0,,,,,,YES,NO
14024,1994-01-12,614.0,615,742.0,749,US,227,,88.0,94.0,,-7.0,-1.0,MCO,CLT,468.0,,,0,,0,,,,,,NO,NO
3702,1988-01-20,625.0,625,730.0,735,PS,1462,,65.0,70.0,,-5.0,0.0,SJC,LAX,308.0,,,0,,0,,,,,,NO,NO
35732,2004-01-29,1900.0,1815,1944.0,1900,UA,505,N467UA,164.0,165.0,141.0,44.0,45.0,IND,DEN,977.0,7.0,16.0,0,,0,44.0,0.0,0.0,0.0,0.0,YES,YES
27047,2000-01-17,1925.0,1830,2233.0,2130,WN,161,N723,308.0,300.0,292.0,63.0,55.0,BWI,PHX,1999.0,3.0,13.0,0,,0,,,,,,YES,YES
245,1987-10-30,1518.0,1515,1620.0,1611,PS,1464,,62.0,56.0,,9.0,3.0,SJC,BUR,296.0,,,0,,0,,,,,,YES,YES
11764,1992-01-09,850.0,850,1222.0,1240,US,88,,152.0,170.0,,-18.0,0.0,DFW,PHL,1302.0,,,0,,0,,,,,,NO,NO
38372,2006-01-11,756.0,800,908.0,905,US,2162,N737UW,72.0,65.0,52.0,3.0,-4.0,DCA,LGA,214.0,7.0,13.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,NO
3323,1988-01-21,821.0,820,913.0,924,PS,1440,,52.0,64.0,,-11.0,1.0,LAX,LAS,236.0,,,0,,0,,,,,,NO,YES
36446,2005-01-26,1730.0,1734,1910.0,1914,UA,557,N942UA,220.0,220.0,204.0,-4.0,-4.0,PIT,DEN,1290.0,5.0,11.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
33005,2003-01-15,840.0,846,931.0,942,UA,1064,N915UA,51.0,56.0,32.0,-11.0,-6.0,SFO,RNO,192.0,3.0,16.0,0,,0,,,,,,NO,NO
22090,1998-01-01,1800.0,1800,1912.0,1930,WN,1817,N696,132.0,150.0,123.0,-18.0,0.0,AUS,PHX,872.0,4.0,5.0,0,,0,,,,,,NO,NO
9090,1991-01-29,1003.0,1000,1109.0,1117,US,132,,66.0,77.0,,-8.0,3.0,ORF,EWR,284.0,,,0,,0,,,,,,NO,YES
2918,1988-01-12,938.0,938,1027.0,1030,PS,1412,,49.0,52.0,,-3.0,0.0,BUR,LAS,223.0,,,0,,0,,,,,,NO,NO
3114,1988-01-25,1928.0,1930,2035.0,2048,PS,1427,,67.0,78.0,,-13.0,-2.0,BUR,SFO,326.0,,,0,,0,,,,,,NO,NO
4387,1989-01-22,1345.0,1340,1608.0,1609,UA,191,,323.0,329.0,,-1.0,5.0,IAD,LAX,2288.0,,,0,,0,,,,,,NO,YES
23437,1998-01-15,1018.0,1018,1214.0,1211,UA,2757,N912UA,116.0,113.0,89.0,3.0,0.0,DEN,PHX,602.0,3.0,24.0,0,,0,,,,,,YES,NO
12635,1993-01-08,1314.0,1315,1539.0,1532,US,83,,145.0,137.0,,7.0,-1.0,TPA,IND,838.0,,,0,,0,,,,,,YES,NO
40449,2007-01-02,1815.0,1745,1931.0,1915,WN,2054,N246,76.0,90.0,69.0,16.0,30.0,BNA,MSY,471.0,2.0,5.0,0,,0,7.0,0.0,0.0,0.0,9.0,YES,YES
28559,2001-01-16,1848.0,1855,1935.0,1955,US,399,N802äâ,47.0,60.0,33.0,-20.0,-7.0,BUF,PIT,186.0,5.0,9.0,0,,0,,,,,,NO,NO
18766,1996-01-10,905.0,855,1135.0,1127,CO,1611,N10323,270.0,272.0,254.0,8.0,10.0,CLE,PHX,1737.0,5.0,11.0,0,,0,,,,,,YES,YES
12813,1993-01-14,2030.0,2010,2252.0,2232,US,87,,142.0,142.0,,20.0,20.0,PHL,JAX,742.0,,,0,,0,,,,,,YES,YES
8866,1991-01-09,1507.0,1505,1656.0,1657,US,129,,109.0,112.0,,-1.0,2.0,EWR,CLT,529.0,,,0,,0,,,,,,NO,YES
33705,2003-01-31,1259.0,1300,1411.0,1414,UA,1081,N844UA,132.0,134.0,107.0,-3.0,-1.0,PHL,ORD,678.0,3.0,22.0,0,,0,,,,,,NO,NO
20468,1997-01-16,1431.0,1435,1548.0,1558,HP,2834,N323AW,137.0,143.0,125.0,-10.0,-4.0,AUS,PHX,872.0,4.0,8.0,0,,0,,,,,,NO,NO
30523,2002-01-16,1553.0,1600,1640.0,1656,US,751,N721äæ,47.0,56.0,32.0,-16.0,-7.0,DCA,PHL,119.0,5.0,10.0,0,,0,,,,,,NO,NO
33804,2003-01-06,1742.0,1735,1842.0,1847,UA,1086,N924UA,60.0,72.0,50.0,-5.0,7.0,BUR,SFO,326.0,3.0,7.0,0,,0,,,,,,NO,YES
36047,2005-01-14,2042.0,1950,2335.0,2250,UA,543,N326UA,173.0,180.0,158.0,45.0,52.0,ORD,SAT,1041.0,3.0,12.0,0,,0,42.0,0.0,0.0,0.0,3.0,YES,YES
30221,2002-01-23,554.0,600,710.0,720,US,735,N375äâ,76.0,80.0,64.0,-10.0,-6.0,ROC,PHL,257.0,2.0,10.0,0,,0,,,,,,NO,NO
21569,1997-01-19,1135.0,1135,1317.0,1326,HP,2024,N178AW,102.0,111.0,88.0,-9.0,0.0,DEN,PHX,602.0,3.0,11.0,0,,0,,,,,,NO,NO
9796,1991-01-23,1826.0,1825,1949.0,1939,US,147,,83.0,74.0,,10.0,1.0,PHF,PIT,308.0,,,0,,0,,,,,,YES,YES
4665,1989-01-25,1719.0,1720,1804.0,1758,UA,201,,45.0,38.0,,6.0,-1.0,HNL,OGG,100.0,,,0,,0,,,,,,YES,NO
29168,2001-01-08,539.0,545,708.0,719,US,423,N732äæ,89.0,94.0,73.0,-11.0,-6.0,PHL,CLT,448.0,5.0,11.0,0,,0,,,,,,NO,NO
37218,2005-01-09,1103.0,1005,1628.0,1551,UA,584,N434UA,205.0,226.0,186.0,37.0,58.0,DEN,BOS,1754.0,5.0,14.0,0,,0,37.0,0.0,0.0,0.0,0.0,YES,YES
12882,1993-01-25,835.0,830,946.0,952,US,88,,71.0,82.0,,-6.0,5.0,PIT,BDL,406.0,,,0,,0,,,,,,NO,YES
7449,1990-01-03,704.0,705,850.0,848,US,53,,106.0,103.0,,2.0,-1.0,DCA,IND,499.0,,,0,,0,,,,,,YES,NO
12233,1993-01-09,1716.0,1715,2039.0,2057,US,72,,143.0,162.0,,-18.0,1.0,DFW,PIT,1068.0,,,0,,0,,,,,,NO,YES
27211,2000-01-01,1110.0,1110,1326.0,1328,HP,2029,N651AW,256.0,258.0,243.0,-2.0,0.0,CMH,PHX,1671.0,6.0,7.0,0,,0,,,,,,NO,NO
8833,1991-01-04,1138.0,1140,1224.0,1231,US,128,,46.0,51.0,,-7.0,-2.0,MDT,PIT,185.0,,,0,,0,,,,,,NO,NO
22097,1998-01-06,822.0,810,1050.0,1110,WN,440,N353,208.0,240.0,195.0,-20.0,12.0,BNA,PHX,1448.0,3.0,10.0,0,,0,,,,,,NO,YES
3148,1988-01-02,1544.0,1545,1635.0,1635,PS,1431,,51.0,50.0,,0.0,-1.0,LAS,BUR,223.0,,,0,,0,,,,,,NO,NO
43585,2008-01-03,717.0,715,836.0,820,WN,407,N636WN,139.0,125.0,107.0,16.0,2.0,RDU,MDW,632.0,20.0,12.0,0,,0,0.0,0.0,16.0,0.0,0.0,YES,YES
42269,2008-01-03,2113.0,2050,2328.0,2305,WN,1166,N351SW,75.0,75.0,58.0,23.0,23.0,LAS,SLC,368.0,3.0,14.0,0,,0,4.0,0.0,0.0,0.0,19.0,YES,YES
9614,1991-01-12,705.0,705,803.0,759,US,144,,58.0,54.0,,4.0,0.0,FLL,TPA,197.0,,,0,,0,,,,,,YES,NO
41195,2007-01-02,1229.0,1230,1418.0,1420,WN,260,N522,109.0,110.0,96.0,-2.0,-1.0,HOU,STL,687.0,6.0,7.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
30606,2002-01-16,1253.0,1300,1354.0,1359,US,752,N506Aä,61.0,59.0,39.0,-5.0,-7.0,SAV,CLT,213.0,10.0,12.0,0,,0,,,,,,NO,NO
8690,1991-01-27,1022.0,1020,1224.0,1234,US,126,,122.0,134.0,,-10.0,2.0,MCO,PIT,834.0,,,0,,0,,,,,,NO,YES
446,1987-10-08,1210.0,1210,1322.0,1322,PS,1478,,72.0,72.0,,0.0,0.0,OAK,SAN,446.0,,,0,,0,,,,,,NO,NO
1674,1987-10-11,1732.0,1724,1844.0,1830,PS,1530,,72.0,66.0,,14.0,8.0,SCK,LAX,315.0,,,0,,0,,,,,,YES,YES
32764,2003-01-25,1708.0,1717,1835.0,1845,UA,1059,N920UA,147.0,148.0,130.0,-10.0,-9.0,IAH,DEN,861.0,7.0,10.0,0,,0,,,,,,NO,NO
28953,2001-01-05,1756.0,1730,2204.0,2113,US,416,N396äâ,188.0,163.0,165.0,51.0,26.0,IAH,PIT,1117.0,9.0,14.0,0,,0,,,,,,YES,YES
30526,2002-01-19,1620.0,1600,1735.0,1656,US,751,N717äæ,75.0,56.0,59.0,39.0,20.0,DCA,PHL,119.0,5.0,11.0,0,,0,,,,,,YES,YES
16034,1995-01-19,2027.0,1900,2350.0,2154,UA,1746,N9067U,143.0,114.0,109.0,116.0,87.0,ORD,PHL,678.0,6.0,28.0,0,,0,,,,,,YES,YES
36102,2005-01-12,1450.0,1350,2114.0,1944,UA,544,N814UA,264.0,234.0,252.0,90.0,60.0,SMF,ORD,1781.0,4.0,8.0,0,,0,0.0,0.0,34.0,0.0,56.0,YES,YES
11711,1992-01-09,700.0,700,745.0,741,US,87,,45.0,41.0,,4.0,0.0,ALB,LGA,136.0,,,0,,0,,,,,,YES,NO
39409,2006-01-11,1835.0,1550,2129.0,1819,US,564,N421US,174.0,149.0,94.0,190.0,165.0,TPA,PHL,920.0,57.0,23.0,0,,0,0.0,0.0,190.0,0.0,0.0,YES,YES
9904,1991-01-18,1700.0,1700,1802.0,1802,US,149,,62.0,62.0,,0.0,0.0,DCA,PIT,205.0,,,0,,0,,,,,,NO,NO
13409,1993-01-27,1040.0,1035,1214.0,1203,US,99,,94.0,88.0,,11.0,5.0,BDL,PIT,406.0,,,0,,0,,,,,,YES,YES
13557,1993-01-25,1051.0,1050,1302.0,1258,US,103,,131.0,128.0,,4.0,1.0,LGA,GSP,610.0,,,0,,0,,,,,,YES,YES
43022,2008-01-03,845.0,845,1001.0,1000,WN,991,N297WN,76.0,75.0,57.0,1.0,0.0,OAK,ONT,361.0,5.0,14.0,0,,0,,,,,,YES,NO
27744,2000-01-17,755.0,755,939.0,946,UA,2753,N911UA,104.0,111.0,89.0,-7.0,0.0,DEN,PHX,602.0,2.0,13.0,0,,0,,,,,,NO,NO
12475,1993-01-23,659.0,700,752.0,805,US,77,,53.0,65.0,,-13.0,-1.0,PIT,DTW,201.0,,,0,,0,,,,,,NO,NO
26863,2000-01-11,750.0,750,1000.0,1000,WN,1534,N725,70.0,70.0,58.0,0.0,0.0,BUR,PHX,369.0,2.0,10.0,0,,0,,,,,,NO,NO
27603,2000-01-26,837.0,840,1037.0,1041,HP,2472,N174AW,120.0,121.0,98.0,-4.0,-3.0,DEN,PHX,602.0,9.0,13.0,0,,0,,,,,,NO,NO
1587,1987-10-22,1838.0,1800,2026.0,1911,PS,1526,,108.0,71.0,,75.0,38.0,SFO,LAX,337.0,,,0,,0,,,,,,YES,YES
39080,2006-01-11,1547.0,1550,1915.0,1920,US,272,N305AW,148.0,150.0,129.0,-5.0,-3.0,PHX,IAH,1009.0,7.0,12.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
17425,1995-01-02,1835.0,1830,1935.0,1939,US,2601,N242US,60.0,69.0,51.0,-4.0,5.0,ROC,PHL,257.0,4.0,5.0,0,,0,,,,,,NO,YES
27532,2000-01-15,917.0,910,1137.0,1125,DL,1943,N615DL,260.0,255.0,218.0,12.0,7.0,CVG,PHX,1569.0,6.0,36.0,0,,0,,,,,,YES,YES
11104,1992-01-08,808.0,800,1530.0,1527,US,76,,262.0,267.0,,3.0,8.0,SAN,PIT,2106.0,,,0,,0,,,,,,YES,YES
30504,2002-01-28,1738.0,1735,1952.0,1949,US,750,N531Aä,134.0,134.0,121.0,3.0,3.0,PBI,DCA,857.0,4.0,9.0,0,,0,,,,,,YES,YES
3150,1988-01-04,1544.0,1545,1639.0,1635,PS,1431,,55.0,50.0,,4.0,-1.0,LAS,BUR,223.0,,,0,,0,,,,,,YES,NO
42153,2008-01-03,1703.0,1645,33.0,35,WN,767,N222WN,270.0,290.0,257.0,-2.0,18.0,LAS,MHT,2356.0,4.0,9.0,0,,0,,,,,,NO,YES
23275,1998-01-14,750.0,750,933.0,947,HP,2546,N157AW,103.0,117.0,88.0,-14.0,0.0,DEN,PHX,602.0,5.0,10.0,0,,0,,,,,,NO,NO
24869,1999-01-21,746.0,748,1111.0,1100,TW,430,N408EA,145.0,132.0,99.0,11.0,-2.0,STL,PHL,813.0,12.0,34.0,0,,0,,,,,,YES,NO
28436,2001-01-16,1428.0,1430,1605.0,1611,US,395,N736äæ,97.0,101.0,73.0,-6.0,-2.0,MHT,PIT,485.0,14.0,10.0,0,,0,,,,,,NO,NO
21842,1997-01-21,1756.0,1745,1942.0,1928,UA,439,N7463U,106.0,103.0,90.0,14.0,11.0,DEN,PHX,602.0,6.0,10.0,0,,0,,,,,,YES,YES
35956,2004-01-03,1552.0,1530,2118.0,2110,UA,512,N325UA,206.0,220.0,192.0,8.0,22.0,DEN,MIA,1709.0,4.0,10.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
39293,2006-01-11,716.0,725,842.0,847,US,1243,N781AU,86.0,82.0,57.0,-5.0,-9.0,ROC,PHL,257.0,17.0,12.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
32212,2003-01-05,841.0,845,927.0,916,UA,1033,N586UA,106.0,91.0,67.0,11.0,-4.0,CLE,ORD,316.0,8.0,31.0,0,,0,,,,,,YES,NO
30341,2002-01-18,1837.0,1840,1950.0,2000,US,743,N512Aä,73.0,80.0,56.0,-10.0,-3.0,RDU,PIT,328.0,6.0,11.0,0,,0,,,,,,NO,NO
43049,2008-01-03,1013.0,955,1132.0,1120,WN,1022,N655WN,79.0,85.0,69.0,12.0,18.0,OAK,SAN,446.0,2.0,8.0,0,,0,,,,,,YES,YES
18983,1996-01-11,2120.0,2120,2255.0,2259,HP,415,N626AW,95.0,99.0,78.0,-4.0,0.0,COS,PHX,551.0,4.0,13.0,0,,0,,,,,,NO,NO
6391,1990-01-07,1729.0,1710,2042.0,2019,US,34,,133.0,129.0,,23.0,19.0,MCI,BWI,967.0,,,0,,0,,,,,,YES,YES
2610,1988-01-31,1002.0,1002,1058.0,1116,PI,960,,56.0,74.0,,-18.0,0.0,BWI,BDL,283.0,,,0,,0,,,,,,NO,NO
38932,2006-01-11,751.0,740,1037.0,1013,US,1697,N816MA,166.0,153.0,120.0,24.0,11.0,PHL,JAX,742.0,4.0,42.0,0,,0,11.0,0.0,13.0,0.0,0.0,YES,YES
20097,1997-01-13,1020.0,915,1143.0,1025,WN,1737,N614,83.0,70.0,60.0,78.0,65.0,ABQ,PHX,328.0,5.0,18.0,0,,0,,,,,,YES,YES
20366,1997-01-05,850.0,830,1113.0,1044,HP,2020,N644AW,263.0,254.0,246.0,29.0,20.0,ATL,PHX,1587.0,6.0,11.0,0,,0,,,,,,YES,YES
33360,2003-01-16,554.0,600,702.0,710,UA,1073,N412UA,128.0,130.0,106.0,-8.0,-6.0,PHL,ORD,678.0,5.0,17.0,0,,0,,,,,,NO,NO
40890,2007-01-02,1717.0,1720,1759.0,1810,WN,1551,N610SW,42.0,50.0,29.0,-11.0,-3.0,DAL,OKC,181.0,3.0,10.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
30131,2002-01-19,740.0,745,1013.0,1006,US,731,N122äæ,153.0,141.0,136.0,7.0,-5.0,MHT,CLT,737.0,5.0,12.0,0,,0,,,,,,YES,NO
22620,1998-01-15,1918.0,1920,2142.0,2152,CO,1605,N17614,264.0,272.0,239.0,-10.0,-2.0,CLE,PHX,1737.0,6.0,19.0,0,,0,,,,,,NO,NO
29030,2001-01-23,1742.0,1745,1830.0,1836,US,418,N855äâ,48.0,51.0,29.0,-6.0,-3.0,CLT,ROA,155.0,4.0,15.0,0,,0,,,,,,NO,NO
31732,2002-01-31,1719.0,1715,1801.0,1754,US,797,N778Aä,102.0,99.0,77.0,7.0,4.0,CLT,PNS,488.0,5.0,20.0,0,,0,,,,,,YES,YES
39869,2006-01-12,1219.0,1015,1312.0,1118,US,986,N108UW,53.0,63.0,35.0,114.0,124.0,DCA,PIT,205.0,4.0,14.0,0,,0,0.0,0.0,0.0,0.0,114.0,YES,YES
15184,1994-01-20,2140.0,1900,2244.0,2020,US,255,,64.0,80.0,,144.0,160.0,BOS,EWR,200.0,,,0,,0,,,,,,YES,YES
42353,2008-01-03,1623.0,1600,1753.0,1715,WN,1168,N361SW,90.0,75.0,70.0,38.0,23.0,LAX,OAK,337.0,13.0,7.0,0,,0,0.0,0.0,15.0,0.0,23.0,YES,YES
34094,2004-01-29,1837.0,1839,1919.0,1915,UA,465,N317UA,102.0,96.0,83.0,4.0,-2.0,OKC,DEN,495.0,7.0,12.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,NO
28509,2001-01-26,2042.0,2045,2159.0,2200,US,397,-N958å,77.0,75.0,55.0,-1.0,-3.0,PIT,SBN,328.0,4.0,18.0,0,,0,,,,,,NO,NO
28677,2001-01-17,1906.0,1911,2128.0,2138,US,402,N856äâ,82.0,87.0,68.0,-10.0,-5.0,MEM,CLT,512.0,6.0,8.0,0,,0,,,,,,NO,NO
12213,1993-01-20,1012.0,1005,1201.0,1215,US,71,,289.0,310.0,,-14.0,7.0,PIT,LAX,2136.0,,,0,,0,,,,,,NO,YES
2864,1988-01-18,624.0,625,720.0,726,PS,1406,,56.0,61.0,,-6.0,-1.0,SFO,BUR,326.0,,,0,,0,,,,,,NO,NO
38936,2006-01-11,745.0,745,953.0,1025,US,633,N622AU,308.0,340.0,280.0,-32.0,0.0,PHL,LAS,2176.0,3.0,25.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
22744,1998-01-18,1115.0,1115,1327.0,1330,HP,93,N903AW,252.0,255.0,222.0,-3.0,0.0,CMH,PHX,1671.0,12.0,18.0,0,,0,,,,,,NO,NO
20218,1997-01-12,1732.0,1735,1950.0,1945,DL,689,N118DL,258.0,250.0,228.0,5.0,-3.0,ATL,PHX,1587.0,5.0,25.0,0,,0,,,,,,YES,NO
15257,1994-01-03,734.0,735,855.0,847,US,257,,81.0,72.0,,8.0,-1.0,RIC,PIT,259.0,,,0,,0,,,,,,YES,NO
12540,1993-01-04,1158.0,1200,1315.0,1331,US,80,,77.0,91.0,,-16.0,-2.0,DCA,BOS,399.0,,,0,,0,,,,,,NO,NO
33982,2003-01-31,1828.0,1830,2057.0,2105,UA,1090,N927UA,89.0,95.0,71.0,-8.0,-2.0,DEN,MCI,533.0,3.0,15.0,0,,0,,,,,,NO,NO
1653,1987-10-14,1959.0,1955,2115.0,2103,PS,1529,,76.0,68.0,,12.0,4.0,BUR,SFO,326.0,,,0,,0,,,,,,YES,YES
30350,2002-01-29,1844.0,1840,1956.0,2000,US,743,N559Aä,72.0,80.0,55.0,-4.0,4.0,RDU,PIT,328.0,7.0,10.0,0,,0,,,,,,NO,YES
26585,2000-01-18,1801.0,1805,2036.0,2026,HP,2210,N306AW,95.0,81.0,68.0,10.0,-4.0,BUR,PHX,369.0,10.0,17.0,0,,0,,,,,,YES,NO
15936,1994-01-19,851.0,850,1239.0,1229,US,281,,168.0,159.0,,10.0,1.0,IAH,PIT,1117.0,,,0,,0,,,,,,YES,YES
33379,2003-01-04,1744.0,1745,2018.0,2017,UA,1074,N831UA,94.0,92.0,71.0,1.0,-1.0,ORD,BUF,473.0,3.0,20.0,0,,0,,,,,,YES,NO
42411,2008-01-03,1441.0,1350,1549.0,1510,WN,2985,N727SW,68.0,80.0,56.0,39.0,51.0,LAX,SMF,373.0,4.0,8.0,0,,0,8.0,0.0,0.0,0.0,31.0,YES,YES
571,1987-10-05,2104.0,1945,2244.0,2101,PS,1484,,100.0,76.0,,103.0,79.0,SFO,SAN,447.0,,,0,,0,,,,,,YES,YES
25111,1999-01-24,613.0,615,724.0,717,US,1956,N560AU,71.0,62.0,52.0,7.0,-2.0,SYR,PHL,228.0,8.0,11.0,0,,0,,,,,,YES,NO
19982,1996-01-18,1738.0,0,1909.0,0,AA,1733,N271AA,151.0,151.0,135.0,30.0,30.0,DFW,PHX,868.0,5.0,11.0,0,,0,,,,,,YES,YES
26992,2000-01-23,800.0,755,1110.0,1100,WN,113,N712,310.0,305.0,297.0,10.0,5.0,BWI,PHX,1999.0,3.0,10.0,0,,0,,,,,,YES,YES
15811,1994-01-28,,1700,,1810,US,274,,,70.0,,,,EWR,BOS,200.0,,,1,,0,,,,,,YES,YES
24683,1999-01-17,1631.0,1630,1924.0,1936,US,1853,N449US,233.0,246.0,215.0,-12.0,1.0,SJU,PHL,1576.0,4.0,14.0,0,,0,,,,,,NO,YES
1088,1987-10-16,1249.0,1250,1348.0,1340,PS,1509,,59.0,50.0,,8.0,-1.0,LAS,SNA,226.0,,,0,,0,,,,,,YES,NO
9256,1991-01-01,1816.0,1800,1916.0,1859,US,136,,60.0,59.0,,17.0,16.0,PIT,BWI,210.0,,,0,,0,,,,,,YES,YES
40542,2007-01-02,702.0,700,926.0,925,WN,1617,N225,84.0,85.0,72.0,1.0,2.0,BUR,PHX,369.0,4.0,8.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
9109,1991-01-21,1450.0,1450,1601.0,1554,US,133,,71.0,64.0,,7.0,0.0,BUF,EWR,282.0,,,0,,0,,,,,,YES,NO
32909,2003-01-06,1849.0,1845,2136.0,2130,UA,1062,N316UA,107.0,105.0,86.0,6.0,4.0,ORD,MDT,594.0,4.0,17.0,0,,0,,,,,,YES,YES
40899,2007-01-02,903.0,905,953.0,1005,WN,639,N331,50.0,60.0,41.0,-12.0,-2.0,DAL,SAT,248.0,3.0,6.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
31121,2002-01-06,1755.0,1750,1931.0,1914,US,770,N387äâ,96.0,84.0,74.0,17.0,5.0,IND,CLT,428.0,5.0,17.0,0,,0,,,,,,YES,YES
32133,2003-01-17,1306.0,1310,1333.0,1357,UA,1027,N354UA,87.0,107.0,74.0,-24.0,-4.0,BUF,ORD,473.0,5.0,8.0,0,,0,,,,,,NO,NO
30769,2002-01-25,1415.0,1415,1524.0,1534,US,756,N394äâ,69.0,79.0,55.0,-10.0,0.0,PIT,LGA,335.0,4.0,10.0,0,,0,,,,,,NO,NO
3954,1988-01-24,1251.0,1250,1404.0,1405,PS,1478,,73.0,75.0,,-1.0,1.0,OAK,SAN,446.0,,,0,,0,,,,,,NO,YES
16408,1995-01-29,1255.0,1245,1522.0,1517,US,531,N336US,147.0,152.0,129.0,5.0,10.0,PBI,PHL,951.0,6.0,12.0,0,,0,,,,,,YES,YES
33657,2003-01-08,1510.0,1510,1743.0,1751,UA,1081,N844UA,213.0,221.0,188.0,-8.0,0.0,ORD,TUS,1437.0,5.0,20.0,0,,0,,,,,,NO,NO
1539,1987-10-20,1119.0,1100,1303.0,1205,PS,1525,,104.0,65.0,,58.0,19.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
17768,1995-01-08,1426.0,1424,1737.0,1731,TW,98,N915TW,131.0,127.0,106.0,6.0,2.0,STL,PHL,813.0,4.0,21.0,0,,0,,,,,,YES,YES
26659,2000-01-07,2047.0,2049,2300.0,2305,HP,2479,N327AW,73.0,76.0,58.0,-5.0,-2.0,BUR,PHX,369.0,5.0,10.0,0,,0,,,,,,NO,NO
26458,2000-01-15,1747.0,1747,2153.0,2135,HP,2442,N652AW,366.0,348.0,333.0,18.0,0.0,BOS,PHX,2300.0,7.0,26.0,0,,0,,,,,,YES,NO
18669,1996-01-05,1100.0,1100,1310.0,1315,WN,1488,N358,70.0,75.0,54.0,-5.0,0.0,BUR,PHX,369.0,7.0,9.0,0,,0,,,,,,NO,NO
11071,1992-01-10,1650.0,1645,1811.0,1745,US,76,,81.0,60.0,,26.0,5.0,PIT,ABE,253.0,,,0,,0,,,,,,YES,YES
19043,1996-01-12,1915.0,1719,2049.0,1858,HP,835,N165AW,94.0,99.0,76.0,111.0,116.0,COS,PHX,551.0,4.0,14.0,0,,0,,,,,,YES,YES
28267,2001-01-26,1525.0,1520,1606.0,1545,US,385,N885äâ,101.0,85.0,72.0,21.0,5.0,CLT,BNA,329.0,6.0,23.0,0,,0,,,,,,YES,YES
30453,2002-01-08,2030.0,2032,2118.0,2131,US,750,N334äâ,48.0,59.0,34.0,-13.0,-2.0,DCA,PIT,205.0,11.0,3.0,0,,0,,,,,,NO,NO
17912,1995-01-28,1256.0,1121,1552.0,1423,TW,712,N54342,116.0,122.0,99.0,89.0,95.0,STL,PHL,813.0,5.0,12.0,0,,0,,,,,,YES,YES
11846,1992-01-21,1623.0,1620,1918.0,1900,US,90,,175.0,160.0,,18.0,3.0,FLL,PHL,992.0,,,0,,0,,,,,,YES,YES
37864,2005-01-31,555.0,600,704.0,704,UA,601,N854UA,129.0,124.0,100.0,0.0,-5.0,DCA,ORD,612.0,12.0,17.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
