ID,Case_Number,Date_Time,Block,IUCR,Primary_Type,Description,Location_Description,Arrest,Domestic,Beat,District,Ward,Community_Area,FBI_Code,Latitude,Longitude
9920382,HY130424,01/26/2015 04:15:46 PM,0000X S KEDZIE AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,NO,NO,1124,11.0,28,27,04B,41.880841398,-87.705971817
9933069,HY143304,02/07/2015 03:40:55 PM,075XX S YATES BLVD,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,YES,NO,414,4.0,7,43,04A,41.758802549,-87.566514878
9923420,HY133615,01/30/2015 02:45:31 AM,055XX W HENDERSON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,NO,NO,1633,16.0,38,15,14,41.941233438,-87.764384605
9927823,HY138101,02/02/2015 07:00:27 AM,0000X S MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,NO,NO,112,1.0,42,32,11,41.881638011,-87.624500419
9915444,HY125594,01/23/2015 11:00:42 AM,020XX W ADAMS ST,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,YES,NO,1225,12.0,2,28,08B,41.87863733,-87.676925754
9916905,HY127384,01/24/2015 02:00:13 AM,035XX N CLARK ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,NO,NO,1924,19.0,44,6,06,41.946016783,-87.655731014
9933736,HY144253,02/08/2015 01:18:18 PM,038XX W NORTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,NO,YES,2535,25.0,30,23,08B,41.910027519,-87.723500416
9919594,HY129250,01/26/2015 12:22:51 PM,0000X N MICHIGAN AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,COMMERCIAL / BUSINESS OFFICE,YES,NO,112,1.0,42,32,26,41.882744159,-87.624535933
9927039,HY137667,02/01/2015 04:00:21 AM,025XX N SPRINGFIELD AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,NO,NO,2524,25.0,30,22,02,41.927493128,-87.724267504
9933357,HY143809,02/07/2015 10:00:22 PM,023XX W GRANVILLE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,2413,24.0,50,2,14,41.994225938,-87.688430686
9929394,HY139571,02/04/2015 03:30:17 PM,062XX S DORCHESTER AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,VEHICLE NON-COMMERCIAL,YES,NO,314,3.0,20,42,18,41.782293314,-87.591537543
9924924,HY134690,01/30/2015 09:50:31 PM,077XX S SAGINAW AVE,0560,ASSAULT,SIMPLE,RESIDENCE,NO,YES,421,4.0,7,43,08A,41.75465695,-87.560117631
9919569,HY130051,01/27/2015 01:14:25 AM,099XX S HOXIE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,YES,NO,431,4.0,7,51,15,41.714161363,-87.560844916
9938877,HY148842,01/28/2015 09:00:46 AM,025XX W 110TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,NO,NO,2212,22.0,19,75,11,41.69370924,-87.68393547
9927795,HY137914,02/02/2015 12:50:39 PM,063XX S KEDZIE AVE,0820,THEFT,$500 AND UNDER,CTA BUS,NO,NO,823,8.0,15,66,06,41.778918157,-87.703281575
9917320,HY127861,01/25/2015 03:20:56 AM,072XX S LAWNDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,NO,YES,833,8.0,13,65,08B,41.761162043,-87.714806748
9925773,HY135907,01/30/2015 11:50:50 PM,072XX S VINCENNES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,YES,YES,731,7.0,6,69,08B,41.76335873,-87.6287581
9934471,HY145031,02/08/2015 03:00:22 PM,030XX N LAWNDALE AVE,0820,THEFT,$500 AND UNDER,STREET,NO,NO,2523,25.0,35,21,06,41.937234391,-87.7194924
9928097,HY138573,02/03/2015 04:00:34 PM,006XX W FOSTER DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,NO,NO,2024,20.0,48,3,08B,41.976536017,-87.647566887
9922383,HY130294,01/26/2015 12:00:50 PM,009XX W JACKSON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,1232,12.0,2,28,14,41.878017457,-87.649700761
9919049,HY129173,01/26/2015 07:45:48 AM,066XX S GREENWOOD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,NO,NO,321,3.0,5,42,05,41.774487117,-87.599861455
9926309,HY136777,02/02/2015 01:30:45 AM,003XX N JEFFERSON ST,0460,BATTERY,SIMPLE,STREET,YES,NO,1214,12.0,42,28,08B,41.888466628,-87.642670246
9935303,HY145758,02/08/2015 02:00:50 AM,023XX N COMMONWEALTH AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,NO,NO,1814,18.0,43,7,11,41.923974734,-87.638204935
9923374,HY133554,01/30/2015 12:07:58 AM,065XX N MILWAUKEE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,YES,NO,1611,16.0,41,10,18,41.999289623,-87.78981165
9917301,HY127863,01/25/2015 03:20:59 AM,030XX W BELDEN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,NO,NO,1414,14.0,35,22,03,41.923366255,-87.702494482
9934874,HY145067,02/02/2015 09:00:43 AM,019XX W 59TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,NO,NO,714,7.0,15,67,11,41.7865459,-87.6717902
9929717,HY140049,02/04/2015 09:50:46 PM,028XX W WALNUT ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),APARTMENT,YES,NO,1222,12.0,27,27,18,41.885593128,-87.698742101
9919415,HY129873,01/26/2015 06:00:40 PM,070XX S MERRILL AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,NO,NO,331,3.0,5,43,06,41.766638095,-87.572796062
9923231,HY132940,01/29/2015 02:00:24 PM,010XX W 115TH ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,NO,NO,2234,22.0,34,75,04B,41.685125214,-87.64714107
9929729,HY140063,02/04/2015 03:44:51 PM,074XX N GREENVIEW AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,NO,NO,2422,24.0,49,1,06,42.017692122,-87.668343737
9928274,HY138862,02/03/2015 01:30:49 PM,042XX S CALIFORNIA AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,NO,NO,921,9.0,12,58,06,41.81637362,-87.69459822
9917389,HY127956,01/25/2015 06:27:52 AM,041XX S ARCHER AVE,0479,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,SIDEWALK,NO,NO,921,9.0,14,58,04B,41.818139837,-87.697864022
9916321,HY126446,01/23/2015 05:00:41 PM,105XX S RHODES AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,NO,NO,512,5.0,9,49,05,41.703629355,-87.609859008
9921911,HY131920,01/28/2015 03:49:14 PM,047XX S COTTAGE GROVE AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,YES,NO,223,2.0,4,38,06,41.80892192,-87.606698438
9922073,HY132119,01/28/2015 06:29:34 PM,008XX W 115TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,YES,NO,524,5.0,34,53,18,41.684955003,-87.643463604
9922650,HY132777,01/29/2015 11:35:43 AM,009XX N HAMLIN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,YES,NO,1112,11.0,27,23,18,41.897674019,-87.721120253
9922912,HY129394,01/24/2015 08:00:23 AM,038XX N HAMLIN AVE,0820,THEFT,$500 AND UNDER,STREET,NO,NO,1732,17.0,39,16,06,41.951316077,-87.722787185
9922184,HY129939,01/26/2015 07:10:54 AM,006XX W WRIGHTWOOD AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,NO,NO,1935,19.0,43,7,05,41.929027708,-87.645639511
9915495,HY125628,01/23/2015 11:33:49 AM,020XX W 79TH ST,2027,NARCOTICS,POSS: CRACK,CONVENIENCE STORE,YES,NO,611,6.0,18,71,18,41.750100239,-87.674894712
9916870,HY127227,01/24/2015 04:00:56 PM,001XX N WESTERN AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,NO,NO,1223,12.0,2,28,26,41.883084292,-87.686339988
9926004,HY136156,01/30/2015 04:30:56 PM,070XX S ASHLAND AVE,0320,ROBBERY,STRONGARM - NO WEAPON,GAS STATION,NO,NO,735,7.0,17,67,03,41.765794892,-87.6639685
9926918,HY137571,02/02/2015 07:40:34 PM,042XX W CERMAK RD,2027,NARCOTICS,POSS: CRACK,SIDEWALK,YES,NO,1013,10.0,22,29,18,41.851331205,-87.731905684
9916297,HY126016,01/23/2015 04:15:53 PM,049XX W HIRSCH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,NO,YES,2533,25.0,37,25,08B,41.905838025,-87.749556515
9919808,HY130087,01/26/2015 08:00:59 PM,002XX E 48TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NO,NO,224,2.0,3,38,07,41.807392084,-87.620510812
9916399,HY126572,01/24/2015 01:29:31 AM,078XX S CORNELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,YES,YES,414,4.0,8,43,08B,41.752585944,-87.584286216
9924122,HY133647,01/28/2015 02:00:27 AM,019XX W DIVISION ST,0810,THEFT,OVER $500,ALLEY,NO,NO,1424,14.0,1,24,06,41.903311573,-87.676581249
9917477,HY128095,01/24/2015 07:00:46 PM,025XX E 78TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,421,4.0,7,43,14,41.753714033,-87.561917403
9926139,HY131623,01/27/2015 10:30:44 PM,082XX S DREXEL AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,NO,NO,631,,8,44,05,,
9933983,HY144601,02/08/2015 06:55:18 PM,113XX S ELIZABETH ST,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,SIDEWALK,YES,NO,2234,22.0,34,75,15,41.687006087,-87.653311981
9919419,HY129916,01/26/2015 01:45:21 PM,020XX W OGDEN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,NO,NO,1225,12.0,25,28,11,41.871656208,-87.677929773
9919384,HY129787,01/26/2015 06:50:27 PM,007XX S KOLMAR AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,YES,1131,11.0,24,26,08B,41.870878841,-87.738812277
9932724,HY142811,02/06/2015 09:30:44 PM,036XX N WHIPPLE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,1733,17.0,33,16,14,41.947185105,-87.70431456
9926803,HY137405,02/01/2015 08:00:10 AM,025XX W DIVISION ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,NO,NO,1423,14.0,26,24,06,41.903090413,-87.690847362
9922245,HY132461,01/29/2015 12:00:26 AM,017XX W VAN BUREN ST,0820,THEFT,$500 AND UNDER,STREET,NO,NO,1231,12.0,2,28,06,41.876427704,-87.669200697
9921617,HY131609,01/28/2015 04:00:51 AM,020XX S RIDGEWAY AVE,0810,THEFT,OVER $500,STREET,NO,NO,1014,10.0,24,29,06,41.852912489,-87.718541119
9925968,HY136075,02/01/2015 05:00:59 AM,018XX N KIMBALL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,YES,1422,14.0,26,22,08B,41.914625459,-87.711978843
9928374,HY138933,02/04/2015 01:45:15 AM,036XX S DAMEN AVE,0870,THEFT,POCKET-PICKING,SIDEWALK,NO,NO,912,9.0,11,59,06,41.828033595,-87.67507638
9932497,HY142405,02/06/2015 08:20:31 PM,031XX N CLARK ST,0460,BATTERY,SIMPLE,OTHER,NO,NO,1933,19.0,44,6,08B,41.93859456,-87.649399622
9926167,HY136496,02/01/2015 05:00:43 AM,016XX N SPAULDING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,NO,NO,1422,14.0,26,23,14,41.91151242,-87.710260262
9928405,HY138049,02/02/2015 12:00:26 PM,032XX W CRYSTAL ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,NO,NO,1422,14.0,26,23,11,41.903847809,-87.708751529
9916752,HY127033,01/24/2015 01:15:18 PM,036XX W 28TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,1032,10.0,22,30,14,41.840588674,-87.716108563
9924426,HY134086,01/30/2015 01:28:30 PM,062XX S RHODES AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,YES,NO,313,3.0,20,42,18,41.781190799,-87.611898967
9925886,HY136015,02/01/2015 03:20:12 AM,079XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,APARTMENT,NO,YES,624,6.0,6,44,08B,41.75075107,-87.605372254
9916804,HY127256,01/24/2015 02:00:44 PM,063XX S CALIFORNIA AVE,0820,THEFT,$500 AND UNDER,GAS STATION,NO,NO,823,8.0,15,66,06,41.778932885,-87.693532699
9932712,HY142813,02/07/2015 08:40:17 AM,036XX S RHODES AVE,1330,CRIMINAL TRESPASS,TO LAND,CHA HALLWAY/STAIRWELL/ELEVATOR,YES,NO,212,2.0,4,35,26,41.828669884,-87.614580294
9919380,HY129657,01/26/2015 04:50:31 PM,043XX W CORTEZ ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,NO,NO,1111,11.0,37,23,03,41.899689323,-87.734324586
9934094,HY144703,02/08/2015 08:58:29 PM,045XX N MAGNOLIA AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,YES,NO,1913,19.0,46,3,18,41.965165886,-87.6608671
9934867,HY145254,01/29/2015 11:00:51 AM,065XX S WOOD ST,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",NO,NO,726,7.0,15,67,08B,41.775084081,-87.669125433
9931670,HY141509,02/05/2015 08:29:36 AM,078XX S WINCHESTER AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,NO,NO,611,6.0,18,71,26,41.751280693,-87.672097447
9916582,HY126900,01/24/2015 11:10:19 AM,059XX W THOMAS ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,YES,NO,1511,15.0,29,25,18,41.900076491,-87.774656834
9925767,HY135899,01/31/2015 12:00:55 AM,015XX W 89TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NO,NO,2221,22.0,21,73,07,41.731978223,-87.661861401
9922937,HY132926,01/29/2015 10:30:22 AM,011XX W SHERIDAN RD,0820,THEFT,$500 AND UNDER,RESTAURANT,NO,NO,2433,24.0,49,77,06,41.99808517,-87.659913611
9925219,HY135169,01/30/2015 01:15:38 PM,096XX S GREENWOOD AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,NO,NO,511,5.0,8,50,26,41.719957814,-87.597287783
9918874,HY129295,01/26/2015 01:15:49 PM,085XX S SANGAMON ST,031A,ROBBERY,ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,NO,NO,613,6.0,21,71,03,41.739175058,-87.647207183
9929025,HY139157,02/04/2015 09:00:24 AM,027XX W DIVISION ST,0460,BATTERY,SIMPLE,CTA BUS,NO,NO,1211,12.0,26,24,08B,41.902818022,-87.696632016
9937118,HY147344,01/30/2015 07:00:41 AM,059XX W 63RD PL,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,NO,NO,812,8.0,13,64,05,41.777162831,-87.770617839
9932661,HY142711,02/07/2015 01:52:38 AM,086XX S BISHOP ST,051B,ASSAULT,AGGRAVATED: OTHER FIREARM,RESIDENCE,YES,NO,614,6.0,21,71,04A,41.736782229,-87.659297917
9917102,HY127612,01/24/2015 09:47:27 PM,031XX W LEXINGTON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,NO,YES,1134,11.0,24,27,26,41.871767595,-87.704727757
9919186,HY129345,01/25/2015 02:00:23 AM,028XX W 85TH ST,0560,ASSAULT,SIMPLE,RESIDENCE,NO,YES,835,8.0,18,70,08A,41.739490591,-87.693818101
9929019,HY139331,02/04/2015 11:40:44 AM,037XX W 31ST ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",YES,NO,1031,10.0,22,30,18,41.837092769,-87.718721909
9940227,HY150589,02/01/2015 09:00:27 AM,107XX S AVENUE C,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,NO,NO,432,4.0,10,52,11,41.699684694,-87.526835337
9932612,HY142666,02/07/2015 02:07:14 AM,0000X W HUBBARD ST,2022,NARCOTICS,POSS: COCAINE,SIDEWALK,YES,NO,1831,18.0,42,8,18,41.889937261,-87.629069267
9924881,HY134645,01/30/2015 07:42:10 PM,074XX S WENTWORTH AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,YES,NO,731,7.0,17,69,15,41.758985074,-87.629777215
9925725,HY135837,01/31/2015 09:15:40 PM,029XX W 25TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,YES,NO,1033,10.0,12,30,18,41.846310337,-87.697967019
9933073,HY143337,02/07/2015 01:00:38 PM,083XX S WINCHESTER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,NO,NO,614,6.0,18,71,11,41.742076047,-87.671579968
9929322,HY139416,02/04/2015 01:04:57 PM,106XX S LONGWOOD DR,0557,ASSAULT,AGG PRO.EMP:KNIFE/CUTTING INST,NURSING HOME/RETIREMENT HOME,NO,NO,2212,22.0,19,72,04A,41.699600209,-87.67123566
9922124,HY132301,01/28/2015 05:15:27 PM,001XX W ROOSEVELT RD,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),NO,NO,123,1.0,2,32,06,41.867454191,-87.632293564
9928291,HY138749,02/03/2015 07:30:39 PM,021XX N LAPORTE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,NO,YES,2522,25.0,31,19,08B,41.918889114,-87.74999975
9918610,HY129123,01/25/2015 02:46:22 PM,047XX W FULTON ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,NO,NO,1113,11.0,28,25,26,41.885477208,-87.744468335
9923859,HY133844,01/27/2015 02:00:51 PM,041XX N LECLAIRE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NO,NO,1624,16.0,45,15,07,41.955332486,-87.754899075
9929328,HY138745,02/03/2015 01:00:32 PM,007XX N PULASKI RD,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",NO,NO,1111,11.0,28,23,08B,41.894473786,-87.726204752
9923086,HY133130,01/29/2015 10:45:31 AM,025XX S LEAVITT ST,0810,THEFT,OVER $500,WAREHOUSE,NO,NO,1034,10.0,25,31,06,41.845040035,-87.680403543
9919809,HY130160,01/23/2015 02:00:48 PM,0000X S MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,NO,NO,112,1.0,42,32,11,41.880954605,-87.62448594
9925403,HY135500,01/31/2015 04:08:25 PM,067XX S MARSHFIELD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,YES,NO,725,7.0,15,67,18,41.77154132,-87.665360453
9929379,HY139465,02/04/2015 12:39:51 PM,116XX S LOWE AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,YES,NO,524,5.0,34,53,24,41.682253218,-87.63868215
9916283,HY126367,01/23/2015 08:00:51 PM,044XX S PRINCETON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,NO,NO,925,9.0,3,37,26,41.813041782,-87.633327412
9933173,HY143507,02/07/2015 06:15:32 PM,015XX N LOREL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,YES,YES,2532,25.0,37,25,08B,41.908219479,-87.759795486
9917991,HY128781,01/25/2015 11:20:27 PM,023XX S BLUE ISLAND AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,NO,NO,1034,10.0,25,31,04B,41.85026942,-87.671567136
9918961,HY129049,01/24/2015 09:30:29 AM,008XX W 53RD PL,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,NO,YES,934,9.0,20,61,20,41.796797408,-87.646805615
9918105,HY126996,01/24/2015 03:17:36 AM,087XX S MARSHFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,NO,NO,2221,,21,71,14,,
9937874,HY147862,02/06/2015 05:00:51 PM,045XX N MARINE DR,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,NO,NO,1914,19.0,46,3,06,41.964450668,-87.64850543
9926791,HY134426,01/30/2015 06:00:52 PM,116XX S CHURCH ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,YES,YES,2212,,34,75,26,,
9931063,HY141219,02/05/2015 09:56:28 PM,025XX W 63RD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,YES,NO,825,8.0,15,66,18,41.77931204,-87.68772512
9925661,HY135791,01/31/2015 08:00:37 PM,020XX W RANDOLPH ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,NO,NO,1223,12.0,2,28,04B,41.884695375,-87.67863015
9936680,HY146592,02/08/2015 04:00:13 PM,102XX S EMERALD AVE,0820,THEFT,$500 AND UNDER,STREET,NO,NO,2232,22.0,34,73,06,41.708223382,-87.641504606
9932436,HY141239,02/05/2015 11:00:50 AM,025XX N KIMBALL AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,NO,NO,1413,14.0,26,22,05,41.927574674,-87.712338275
9925279,HY135275,01/31/2015 02:00:34 AM,052XX N PITTSBURGH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),NO,NO,1614,16.0,41,10,14,41.974328686,-87.832727165
9932579,HY142510,02/06/2015 08:47:38 PM,014XX W 47TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,YES,NO,933,9.0,20,61,18,41.808534142,-87.662034559
9921867,HY131950,01/28/2015 04:15:11 PM,039XX W WEST END AVE,0820,THEFT,$500 AND UNDER,CTA GARAGE / OTHER PROPERTY,YES,NO,1122,11.0,28,26,06,41.882851524,-87.72354224
9933258,HY143570,02/07/2015 06:30:33 PM,089XX S HOUSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,YES,424,4.0,10,46,08B,41.733460711,-87.550098847
9929255,HY139444,02/03/2015 12:01:40 AM,034XX N OAKLEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,1921,19.0,32,5,14,41.944511491,-87.685914121
9919171,HY129602,01/24/2015 11:30:53 PM,057XX S LAKE SHORE DR,0890,THEFT,FROM BUILDING,OTHER,NO,NO,331,3.0,5,41,06,41.791343697,-87.58010947
9931821,HY141552,02/06/2015 07:15:39 AM,047XX S MORGAN ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,NO,NO,933,9.0,3,61,03,41.808702406,-87.650540931
9921922,HY132090,01/28/2015 05:30:11 PM,006XX W SCOTT ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),NO,NO,1822,18.0,27,8,06,41.905137025,-87.644815942
9917371,HY127941,01/25/2015 05:00:50 AM,062XX N HOYNE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,NO,NO,2413,24.0,50,2,06,41.995312622,-87.682592641
9933981,HY144610,02/07/2015 09:00:57 PM,019XX N WOLCOTT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NO,NO,1434,14.0,32,22,07,41.916163705,-87.675299484
9917820,HY128535,01/25/2015 07:10:13 PM,021XX W PETERSON AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,YES,NO,2413,24.0,40,2,06,41.990726931,-87.683051337
9929845,HY140215,02/05/2015 12:30:35 AM,010XX W WOLFRAM ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,NO,NO,1933,19.0,44,6,14,41.933404003,-87.65566975
9934353,HY144955,02/07/2015 02:00:37 PM,013XX N ASHLAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,NO,NO,1433,14.0,1,24,11,41.90589599,-87.667414922
9922336,HY132510,01/29/2015 06:00:21 AM,004XX E 80TH ST,0560,ASSAULT,SIMPLE,RESIDENCE,NO,YES,624,6.0,6,44,08A,41.749438569,-87.612657706
9916422,HY126655,01/23/2015 01:30:32 PM,030XX W FIFTH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,1124,11.0,28,27,14,41.879351895,-87.702079324
9918878,HY129315,01/26/2015 10:00:40 AM,086XX S HONORE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NO,NO,614,6.0,18,71,07,41.73734558,-87.669327574
9921507,HY130973,01/27/2015 02:00:58 PM,0000X W RWY 14L,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,AIRCRAFT,NO,NO,1654,16.0,41,76,26,41.981575421,-87.89209103
9919107,HY129371,01/26/2015 01:41:18 PM,027XX S KOSTNER AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,"SCHOOL, PUBLIC, BUILDING",NO,YES,1031,10.0,22,30,20,41.841548201,-87.734063453
9917027,HY127502,01/24/2015 08:15:52 PM,0000X W TERMINAL ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,YES,NO,1655,16.0,41,76,26,41.974752187,-87.890372912
9923772,HY133765,01/30/2015 09:16:30 AM,105XX S GREEN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,NO,NO,2233,22.0,34,73,26,41.702720913,-87.643771765
9926200,HY136464,02/01/2015 02:15:58 PM,041XX W ADDISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,YES,1732,17.0,30,16,08B,41.946456195,-87.729556781
9930948,HY141040,02/05/2015 06:30:47 PM,041XX W ARMITAGE AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,OTHER,NO,NO,2525,25.0,30,20,11,41.917236195,-87.729652251
9932215,HY142145,02/04/2015 06:00:38 PM,076XX W PETERSON AVE,0820,THEFT,$500 AND UNDER,STREET,NO,NO,1612,16.0,41,10,06,41.988858154,-87.818823223
9916185,HY126420,01/23/2015 09:50:13 PM,041XX W MADISON ST,2027,NARCOTICS,POSS: CRACK,CTA BUS STOP,YES,NO,1115,11.0,28,26,18,41.880561897,-87.730122418
9925969,HY136226,02/01/2015 06:00:48 AM,021XX W 50TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,NO,NO,931,9.0,16,61,14,41.803129881,-87.678060105
9931026,HY141104,02/05/2015 07:45:15 PM,013XX S HOMAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,YES,NO,1021,10.0,24,29,18,41.86368602,-87.710313655
